genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster,mlst,phylon,mobile_phylons
539813.65,Enterobacter mori LgD10,539813,Complete,LgD10,2023-07-26T00:00:00Z,PRJNA934704,SAMN33277635,,"CP119170,CP119171",,,PacBio,30.22X,GS De Novo Assembler v. hifiasm-0.16.1,1,1,2,4993408,55.277737,4683,4547,,2022-11,China,China:kunming,Paris polyphylla,,sample_type:cell culture,17.0,-1,,
158836.2267,Enterobacter hormaechei LG3,158836,Complete,LG3,2023-03-14T00:00:00Z,PRJNA934675,SAMN33277205,,CP118279,,,Oxford Nanopore MinION,180.0x,Flye v. v2.9,1,0,1,4514131,55.537025,4237,4141,Late-instar larval gut,2021-01-01,South Korea,South Korea: Incheon,Tenebrio molitor,,,9.0,597,hormaechei-xiangfangensis,
158836.1368,Enterobacter hormaechei strain 54569CZ,158836,Complete,54569CZ,2021-11-01T00:00:00Z,PRJNA772913,SAMN22377422,GCA_020695605.1,"CP085757,CP085758,CP085759,CP085760,CP085761,CP085762,CP085763",Charles University in Prague,Complete,PacBio Sequel,247x,Microbial assembly v. v.1,1,6,7,4803420,55.165924,4722,4552,wound abdomin,2019-11,Czech Republic,Czech Republic: Hradec Kralove Region,Homo sapiens,Molecular characterization of VIM-producing Enterobacterales from Czech hospitals,collected_by:Fakultni nemocnice Hradec Kralove,9.0,92,hormaechei-xiangfangensis,unchar-3
1812935.185,Enterobacter roggenkampii strain Colony373,1812935,Complete,Colony373,2021-09-16T00:00:00Z,PRJNA668870,SAMN17833484,GCA_020008125.1,CP083253,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,70.94x,idba_ud v. V1.1.3,1,0,1,4785920,56.887695,4155,,food,,Thailand,Thailand: Loei,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",12.0,-1,,
1812935.382,Enterobacter roggenkampii C3-17,1812935,Complete,C3-17,2022-05-01T00:00:00Z,PRJNA473419,SAMN27117675,GCA_023195715.1,"CP096187,CP096188,CP096189,CP096190,CP096191,CP096192,CP096193,CP096194,CP096195,CP096196,CP096197,CP096198",,Complete,Illumina; Oxford Nanopore,691.0x,Unicycler v. 0.4.8,1,11,12,5049045,55.525925,5018,4820,sink,2021-12,Japan,Japan: Tokyo,,,collected_by:Tokyo Medical and Dental University,12.0,486,roggenkampii,
2027919.296,Enterobacter cloacae complex sp. strain ECL60,2027919,Complete,ECL60,2021-09-15T00:00:00Z,PRJNA757181,SAMN20825299,GCA_019998725.1,"CP083234,CP083235,CP083236",Yongchuan Hospital of Chongqing Medical University,Complete,Oxford Nanopore PromethION,500.0x,canu v. 1.6,1,2,3,4954601,54.794724,4826,4650,blood,2017-09-22,China,"China: Jiamusi, Heilongjiang Province",Homo sapiens,"Carbapenem-resistant Enterobacteriaceae (CRE) has been considered a serious global threat, the objectives of our study were the following: (i) to describe the prevalence of clinical CRE isolates, (ii) to identify the mechanisms and clonal relatedness among these CRE strains, (iii) to examine the genetic context of IMP-4.",sample_type:Pure culture,7.0,528,hormaechei-hormaechei,
208224.79,Enterobacter kobei strain C16,208224,Complete,C16,2019-10-09T00:00:00Z,PRJNA550014,SAMN12289356,GCA_008931545.1,"CP042578,CP042579,CP042580,CP042581",University of Oxford,Complete,Oxford Nanopore MiniION,1557x,Unicycler v. SEP-2017,1,3,4,5366747,54.398296,5423,5232,clinical sample,2009-03-12,Australia,Australia: Sydney,"Human, Homo sapiens","Genome sequencing (Illumina, MinION) was used to investigate a 10-year (2006-2015) outbreak of blaIMP-4-containing organisms in a burns unit (BU) in a hospital in Sydney, Australia. 154 carbapenem non-susceptible, ESBL-producing or multi-drug resistant (MDR) isolates (58 clinical, 96 environmental) were analysed, of which 113 contained blaIMP-4. This study illustrates the persistence, diversity and evolution of genetic backgrounds disseminating blaIMP-4 amongst both human and environmental reservoirs during a prolonged outbreak.",sample_type:Whole organism;collected_by:Concord Repatriation Hospital Sydney Australia,10.0,191,kobei,unchar-1
299767.207,Enterobacter ludwigii strain FDAARGOS_1475 strain Not applicable,299767,Complete,Not applicable,2021-09-12T00:00:00Z,PRJNA231221,SAMN20888892,GCA_019930965.1,CP082860,US Food and Drug Administration,Complete,Pacbio; Illumina,1408.81x,"SMRT v. 9.0.0, HGAP v. 4.0",1,0,1,4730716,54.73087,4524,4398,,,Germany,Germany: Braunschweig,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",,19.0,-1,ludwigii,
158836.2026,Enterobacter hormaechei strain ST90 strain 3675,158836,Complete,3675,2022-09-04T00:00:00Z,PRJNA836696,SAMN28174037,GCA_024918255.1,"CP103683,CP103684,CP103685,CP103686",University of Texas MD Anderson Cancer Center,,Oxford Nanopore GridION,127x,Flye v. 2.8.3-b1695,1,3,4,5229427,55.23921,5142,4950,blood,2017-10-22,USA,USA: Houston,Homo sapiens,Repository of genomic data for carbapenem non-susceptible Enterobacterales infections at the University of Texas MD Anderson Cancer Center.,collected_by:MDACC,6.0,90,hormaechei-steigerwaltii-1,
1812935.7,Enterobacter cloacae complex 'Hoffmann cluster IV' strain DSM 16690,1812935,Complete,DSM 16690,2016-09-16T00:00:00Z,PRJNA259658,SAMN05581750,GCF_001729805.1,"CP017184,CP017185",JCVI,Complete,PacBio,13.1x,HGAP v. 3.0.0,1,1,2,4899997,56.04,4665,4489,,,Germany,Germany,"Human, Homo sapiens","Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,12.0,905,roggenkampii,
158836.410,Enterobacter hormaechei strain FDAARGOS_642 strain Not applicable,158836,Complete,Not applicable,2019-09-25T00:00:00Z,PRJNA231221,SAMN11056357,GCA_008693905.1,CP044107,US Food and Drug Administration,Complete,Pacbio; Illumina,683.77x,canu v. 1.4,1,,1,4698106,55.59002,4444,4352,clinical isolate,,USA,USA: KY,"Human, Homo sapiens","In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:University of Louisville,6.0,535,hormaechei-steigerwaltii-1,
881260.23,Enterobacter bugandensis strain 220,881260,Complete,220,2019-04-23T00:00:00Z,PRJNA531146,SAMN11349924,GCA_004804375.1,"CP039453,CP039454",Justus-Liebig University,Complete,Illumina MiSeq,202.0x,Unicycler v. v0.4.8-beta,1,1,2,4917759,55.862274,4793,4689,throat swab,2019-01-15,Germany,Germany: Hessen,"Human, Homo sapiens",Enterobacter bugandensis from Germany,collected_by:Survcare,18.0,1140,bugandensis,
2742673.3,Enterobacter sp. RHBSTW-00975,2742673,Complete,RHBSTW-00975,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148757,GCA_013615235.1,"CP055883,CP055884,CP055886,CP055887,CP055885",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,193.800753795745x,Unicycler v. v0.4.7,1,4,5,4987558,54.353073,4909,4747,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",19.0,13,ludwigii,
550.1235,Enterobacter cloacae strain MS7884A,550,Complete,MS7884A,2017-07-31T00:00:00Z,PRJNA383436,SAMN06765483,GCA_002237465.1,"CP022532,CP022533,CP022534",University of Queensland,Complete,PacBio,179.0x,HGAP v. 2.0,1,2,3,5267121,54.91,5161,4968,endotracheal tube,2015-06-15,Australia,Australia,"Human, Homo sapiens",Hospital outbreak of IMP4 carbapenemase-producing Enterobacter cloacae,,6.0,90,hormaechei-steigerwaltii-1,unchar-1;unchar-3
158836.1571,Enterobacter hormaechei Eho-7,158836,Complete,Eho-7,2022-02-07T00:00:00Z,PRJNA599404,SAMN13747513,GCA_022023955.1,"CP066108,CP066109,CP066110,CP066111,CP066112,CP066113,CP066114",,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,6,7,5061026,54.729397,4996,4763,urine,2014-07-02,Canada,Canada:Ontario,,,collected_by:Public Health Ontario,7.0,269,hormaechei-hormaechei,
158836.788,Enterobacter hormaechei strain RHBSTW-00070,158836,Complete,RHBSTW-00070,2020-07-24T00:00:00Z,PRJNA605147,SAMN15148471,GCA_013625795.1,"CP058164,CP058165,CP058166",University of Oxford,Complete,Hybrid: Illumina and PACBIO_SMRT,115.355313570466x,Unicycler v. v0.4.7,1,2,3,4927760,54.99917,4757,4611,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",2.0,78,hormaechei-hoffmannii-1,
208224.99,Enterobacter kobei strain 070,208224,Complete,070,2020-03-22T00:00:00Z,PRJNA604100,SAMN14372987,GCA_011604705.1,"CP050073,CP050074,CP050075,CP050076,CP050077",University of Zurich,Complete,Oxford Nanopore MiniION; Illumina MiSeq,50x,unicycler v. 0.4.8,1,4,5,5183338,54.725624,5131,4917,water,2019,Switzerland,Switzerland,,Carbapenemase-producing Enterobacteriaceae from different environmental sources in Switzerland were isolated and completely sequenced.,sample_type:cell culture,10.0,910,kobei,
1812935.463,Enterobacter roggenkampii ws6-3,1812935,Complete,ws6-3,2023-04-03T00:00:00Z,PRJNA895759,SAMN31523745,,CP110532,,,Illumina NovaSeq; Oxford Nanopore,636.0x,unicycler v. v0.4.8,1,0,1,4692618,56.045048,4463,4358,natural water sources close by farm or community,2022-05-01,Thailand,Thailand: Ratchaburi,,,collected_by:Chulalongkorn University,12.0,-1,roggenkampii,
1812935.516,Enterobacter roggenkampii 2017-45-131-01A,1812935,Complete,2017-45-131-01A,2023-06-06T00:00:00Z,PRJNA288601,SAMN30974096,,"CP109753,CP109755,CP109754",,,PacBio RSII,145.778x,HGAP v. v3,1,2,3,5215988,55.516617,5154,4988,Sink Drain,2018,USA,USA,,,sample_type:whole organism,12.0,1926,roggenkampii,unchar-3
158836.802,Enterobacter hormaechei strain RHBSTW-00668,158836,Complete,RHBSTW-00668,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148676,GCA_013739595.1,"CP056663,CP056664,CP056665,CP056666,CP056667",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,97.7085084211158x,Unicycler v. v0.4.7,1,4,5,5117671,54.98892,5046,4872,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",1.0,-1,hormaechei-hoffmannii-2,unchar-4
208224.145,Enterobacter kobei strain STW0522-51,208224,Complete,STW0522-51,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195891,GCA_015135595.1,"AP022431,AP022432,AP022433,AP022434,AP022435,AP022436,AP022437","Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,315x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,6,7,5163318,54.843765,5064,4948,hospital sewage,2018-05-22,Japan,Japan:Tokyo,,"This project is related to metagenomic survey and genomic epidemiology analysis of antimicrobial resistance bacteria (in particular, carbapenem and/or beta-lactam resistant Enterobacteriaceae) in Japanese hospital sewage.",,10.0,770,kobei,unchar-3
1296536.49,Enterobacter hormaechei subsp. xiangfangensis strain OSUKPC4_L,1296536,Complete,OSUKPC4_L,2018-08-30T00:00:00Z,PRJNA417482,SAMN07988874,GCA_003586025.1,"CP024908,CP024909,CP024910",1971,Complete,PacBio,178.8x,CANU v. 1.4,1,2,3,5213879,54.641045,5303,5173,Dermis,2016-09-09,USA,USA: Ohio: Columbus,"Dog, Canis lupus familiaris",Canine Enterobacter xiangfangensis isolate containing KPC-4,collected_by:The Ohio State University College of Veterinary Medicine;passage_history:2,9.0,171,hormaechei-xiangfangensis,unchar-1;unchar-4
158836.591,Enterobacter hormaechei strain AMS-38,158836,Complete,AMS-38,2020-04-20T00:00:00Z,PRJNA616711,SAMN14492121,GCA_012562255.1,"CP051132,CP051133,CP051134,CP051135,CP051136",Academy of Hiroshima University,Complete,Oxford Nanopore GridION,166x,flye v. 2.6,1,4,5,5316620,54.90923,5181,,clinical,2015-04,Egypt,Egypt: Cairo,"Human, Homo sapiens","E. hormaechei clinical isolate, which carries mcr-9 and blaVIM-4 on IncHI2 plasmid had been sequenced. It was isolated in Africa and The Middle East.",sample_type:cell culture,5.0,133,hormaechei-steigerwaltii-3,unchar-1
1329841.4,Enterobacter sp. BIDMC 29 strain Colony302,1329841,Complete,Colony302,2021-07-28T00:00:00Z,PRJNA668870,SAMN17833500,GCA_019378755.1,CP080000,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,90.54x,idba_ud v. V1.1.3,1,0,1,4983972,54.982304,4425,,food,,Thailand,Thailand: Chaing Mai,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",19.0,-1,ludwigii,
158836.1241,Enterobacter hormaechei strain Colony467,158836,Complete,Colony467,2021-08-21T00:00:00Z,PRJNA668870,SAMN17833494,GCA_019710435.1,CP081185,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,66.48x,idba_ud v. V1.1.3,1,0,1,4886058,56.04326,4215,,food,,Thailand,Thailand: Nhong Khai,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",7.0,1617,,
158836.1666,Enterobacter hormaechei K528,158836,Complete,K528,2022-05-16T00:00:00Z,PRJNA823881,SAMN27363748,GCA_023375605.1,"CP095177,CP095179,CP095178",,Complete,Oxford Nanopore MinION,100.0x,Unicycler v. v0.4.8,1,2,3,4860400,55.265102,4716,4565,,2019,China,China: Jilin,Healthy dog,,sample_type:feces,9.0,143,hormaechei-xiangfangensis,
158836.975,Enterobacter hormaechei strain Eho-1,158836,Complete,Eho-1,2020-12-10T00:00:00Z,PRJNA599404,SAMN13747507,GCA_015910385.1,"CP047765,CP047766,CP047767,CP047768,CP047769,CP047770,CP047771,CP047772",Public Health Ontario,Complete,"Illumina MiSeq, Oxford Nanopore MiniION",100x,Unicycler v. v 0.4.8-BETA,1,7,8,4824119,55.141365,4727,4548,Rectal,2012-09-01,Canada,Canada:Ontario,,"Epidemiological and microbiological analyses of clinical and environmental Verona Integron encoded Metallo beta Lactamase producing Enterobacteriaceae isolates demonstrate spread to local healthcare facilities and contamination of environmental water in Southern Ontario, Canada, which is probably due to horizontal gene transfer and clonal spread of blaVIM carrying Enterobacter hormaechei.",collected_by:Public Health Ontario,9.0,92,hormaechei-xiangfangensis,unchar-3
301102.37,Enterobacter hormaechei subsp. oharae strain DSM 16687,301102,Complete,DSM 16687,2016-09-16T00:00:00Z,PRJNA259658,SAMN05581749,GCF_001729705.1,CP017180,JCVI,Complete,PacBio,15.49x,HGAP v. 3.0.0,1,,1,4724316,55.58,4571,4427,,,Germany,Germany,"Human, Homo sapiens","Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,3.0,108,hormaechei-oharae,
1812935.513,Enterobacter roggenkampii WL374,1812935,Complete,WL374,2023-07-02T00:00:00Z,PRJNA987333,SAMN35977203,,"CP128618,CP128620,CP128621,CP128622,CP128619",,,Illumina; Oxford Nanopore,100.0x,Unicycler v. 0.5.0,1,4,5,5100310,55.753357,4966,4829,,2021,China,China: Wenling,Homo sapiens,,,12.0,-1,roggenkampii,
1421338.8,Enterobacter asburiae L1,1421338,Complete,L1,2014-06-25T00:00:00Z,PRJNA243408,SAMN02716203,GCF_000632395.1,CP007546,University of Malaya,Complete,PacBio RSII SMRT technology,216.24x,De Novo Assembly Method v. unknown,1,,1,4561905,56.06,4304,4143,lettuce,2013-04-03,Malaysia,Malaysia,,"Complete Genome of Quorum Sensing Positive Strain, Enterobacter asburiae L1",,15.0,720,asburiae,
158836.282,Enterobacter hormaechei strain S11_16,158836,Complete,S11_16,2019-01-30T00:00:00Z,PRJNA515436,SAMN10755318,GCA_004118875.1,"CP035385,CP035386,CP035387,CP035388,CP035389",University of Birmingham,Complete,Illumina; Oxford Nanopore,100.0x,Unicycler v. 0.4.7,1,4,5,5038853,55.107403,4980,4852,,2016,United Kingdom,United Kingdom,"Human, Homo sapiens",Closed chromosome and plasmid sequences for a single clinical strain of E. hormaechei,collected_by:S. Dunn,2.0,-1,,
158836.821,Enterobacter hormaechei strain CEent1,158836,Complete,CEent1,2020-08-07T00:00:00Z,PRJNA624308,SAMN14598237,GCA_014109705.1,CP058553,,Complete,PACBIO,250x,masurca v. 3.3.4,1,0,1,4803493,55.30474,4606,4481,Mesocom,2013,USA,"USA: Berkley, California",Caenorhabditis elegans,"Here we introduce CeMbio, a simplified natural Caenorhabditis elegans microbiota derived from our meta-analysis of the natural microbiome of this nematode. The CeMbio resource is amenable to all strengths of the C. elegans model system, strains included are readily culturable, they all colonize the worm gut individually, and comprise a robust community that distinctly affects nematode life-history. This BioProject includes all information related to the single bacteria genome assembly and sequencing.",sample_type:cell culture;biomaterial_provider:Shapira Lab;collected_by:Maureen Berg;identified_by:Michael Shapira,9.0,-1,hormaechei-xiangfangensis,
550.2251,Enterobacter cloacae strain EN3600,550,Complete,EN3600,2019-02-09T00:00:00Z,PRJNA517781,SAMN10844942,GCA_004151605.1,"CP035633,CP035634,CP035635,CP035636,CP035637,CP035638","The First Affiliated Hospital, School of Medicine, Zhejiang University",Complete,PacBio,100X,HGAP v. 2,1,5,6,5484425,55.00039,5653,5488,blood,2015-05,China,China:Anhui,"Human, Homo sapiens","Complete genome sequence of an IMP-8, CTX-M-14, and QnrS1 co-producing Enterobacter cloacae strain isolated from a patient with wound infection",collected_by:Yuanyuan Dai,13.0,25,asburiae,unchar-1
2742656.3,Enterobacter sp. RHBSTW-00593,2742656,Complete,RHBSTW-00593,2020-07-28T00:00:00Z,PRJNA605147,SAMN15148659,GCA_013784105.1,"CP056393,CP056394",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,65.7551518195025x,Unicycler v. v0.4.7,1,1,2,5018130,54.490498,4855,4710,Freshwater sample from upstream of wastewater treatment plant,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",19.0,374,ludwigii,
1686399.6,Enterobacter sp. BIDMC100 strain Colony375,1686399,Complete,Colony375,2021-07-28T00:00:00Z,PRJNA668870,SAMN17833506,GCA_019378735.1,CP079994,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,89.112x,idba_ud v. V1.1.3,1,0,1,4546645,55.891083,4019,,food,,Thailand,Thailand: Bangkok,,Establishment capacity for Whole genome Sequencing for food-borne outbreaks in Thailand,"collected_by:Department of Disease Control, Ministry of Public Health",9.0,-1,hormaechei-xiangfangensis,
2077137.3,Enterobacter cloacae complex sp. FDA-CDC-AR_0132,2077137,Complete,FDA-CDC-AR_0132,2018-03-19T00:00:00Z,PRJNA292902,SAMN04014973,GCA_003010695.1,CP027618,Centers for Disease Control and Prevention,Complete,PacBio RSII,145x,HGAP v. 2.3,1,,1,4971441,54.324814,4820,4690,,,,,,Collection of bacterial pathogens that consist of carbapenemase-producing Enterobacteriaceae representing a diversity of species,,19.0,282,ludwigii,
158836.799,Enterobacter hormaechei strain RHBSTW-00642,158836,Complete,RHBSTW-00642,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148671,GCA_013734275.1,"CP056676,CP056677,CP056678,CP056679,CP056680,CP056681",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,80.032019356373x,Unicycler v. v0.4.7,1,5,6,5222466,54.88991,5163,4980,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",1.0,286,hormaechei-hoffmannii-2,
158836.905,Enterobacter hormaechei strain 3804,158836,Complete,3804,2020-11-17T00:00:00Z,PRJNA675430,SAMN16707732,GCA_015535055.1,"CP064656,CP064658,CP064659,CP064660,CP064657","Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",Complete,Illumina HiSeq; Oxford Nanopore GridION,100.0x,Unicycler v. 0.4.8,1,4,5,5099774,54.83382,5027,4826,blood,2019-06,China,China: Hangzhou,"Human, Homo sapiens",Co-Occurrence of mcr-9 and blaNDM-1 in Enterobacter hormaechei,collected_by:Long Sun,8.0,418,hormaechei-xiangfangensis,unchar-1;unchar-2
550.2455,Enterobacter cloacae strain 4928STDY7387798,550,Complete,4928STDY7387798,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104694437,GCA_902166595.1,LR607364,SC,Complete,,,,1,,1,5016704,55.503212,4537,,faecal,2018,United Kingdom,United Kingdom,"Human, Homo sapiens","The study investigates how early microbe exposure and the developing immune system influence subsequent health and developmental outcomes. Culturing efforts coupled with whole genome sequencing of the gastrointestinal bacteria can address key questions that are computationally non-trivial using shotgun metagenomics alone. This comprehensive gut microbiota-derived bacterial genome collection provides the basis to improve the taxonomic classification resolution of metagenomic analysis, and to allow subsequent in vitro and in vivo experiments on host physiology and gut colonisation process. To get a broad and comprehensive coverage of the gut microbiota, we cultivated bacterial species from human faecal samples on different selectice agar media and broth. Samples are whole-genome sequenced on Illumina X10 150bp PE. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,6.0,141,hormaechei-steigerwaltii-1,
1812935.517,Enterobacter roggenkampii 2017-45-51-04-01,1812935,Complete,2017-45-51-04-01,2023-06-06T00:00:00Z,PRJNA288601,SAMN30974109,,"CP109727,CP109730,CP109731,CP109732,CP109729,CP109728",,,PacBio RSII,70.43x,HGAP v. v3,1,5,6,5689850,55.230965,5747,5487,Sink Drain,2017,USA,USA,,,sample_type:whole organism,12.0,1926,roggenkampii,unchar-3
1812935.87,Enterobacter roggenkampii strain RHBSTW-00872,1812935,Complete,RHBSTW-00872,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148725,GCA_013728935.1,"CP056148,CP056149",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,170.937938004175x,Unicycler v. v0.4.7,1,1,2,4987110,55.684574,4880,4714,Wastewater effluent sample,2017,United Kingdom,United Kingdom,,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",12.0,-1,roggenkampii,
